gene,group,mAP
GABARAPL1,Whole cell hit,0.19999999999999998
GCN1,Whole cell hit,0.7101851851851851
GDI2,Whole cell hit,0.9666666666666667
GINS1,Whole cell hit,1.0
GLE1,Whole cell hit,0.7916666666666667
GOLGA2,Whole cell hit,0.5986111111111111
GSPT1,Whole cell hit,0.4583333333333333
GSR,Whole cell hit,0.5
HAUS3,Whole cell hit,0.3
HDAC3,Whole cell hit,1.0
HSP90B1,Whole cell hit,1.0
HYOU1,Whole cell hit,0.9513888888888888
INO80,Whole cell hit,1.0
INTS14,Whole cell hit,0.5
INTS7,Whole cell hit,0.6541666666666667
ITGAV,Whole cell hit,0.8293650793650793
ITGB1,Whole cell hit,0.9583333333333334
ITGB5,Whole cell hit,1.0
ITPK1,Whole cell hit,0.611111111111111
JOSD1,Whole cell hit,0.5982142857142857
KATNA1,Whole cell hit,1.0
KCTD10,Whole cell hit,0.48214285714285715
KDM1A,Whole cell hit,1.0
KDM5A,Whole cell hit,0.925
KIF5B,Whole cell hit,1.0
KPNA6,Whole cell hit,1.0
LAMP1,Whole cell hit,1.0
LAMTOR3,Whole cell hit,1.0
MAD1L1,Whole cell hit,0.5520833333333333
MAP1LC3B,Whole cell hit,0.38425925925925924
MAPK3,Whole cell hit,0.44907407407407407
MCM3,Whole cell hit,0.2708333333333333
MCM3AP,Whole cell hit,0.35624999999999996
MCM5,Whole cell hit,1.0
MED12,Whole cell hit,1.0
MED17,Whole cell hit,0.4958333333333333
MED8,Whole cell hit,0.40046296296296297
MED9,Whole cell hit,0.43055555555555547
MFN2,Whole cell hit,0.7293650793650793
MNT,Whole cell hit,0.37083333333333335
MORF4L2,Whole cell hit,0.9305555555555555
MRPL13,Whole cell hit,1.0
MRPL18,Whole cell hit,0.4259259259259259
MRPL28,Whole cell hit,0.4826388888888889
MRPL33,Whole cell hit,0.5
MRPL57,Whole cell hit,0.5388888888888889
MRPS18C,Whole cell hit,0.9791666666666666
MRPS26,Whole cell hit,0.3333333333333333
MRPS31,Whole cell hit,0.4027777777777778
MTOR,Whole cell hit,1.0
MVB12A,Whole cell hit,0.41388888888888886
MYC,Whole cell hit,1.0
MYO1B,Whole cell hit,0.9249999999999999
MYO1E,Whole cell hit,0.634920634920635
NBR1,Whole cell hit,0.41418650793650785
NCOR1,Whole cell hit,1.0
NDEL1,Whole cell hit,0.6043650793650793
NDUFA10,Whole cell hit,0.25763888888888886
NDUFA11,Whole cell hit,0.6190476190476191
NDUFA2,Whole cell hit,0.4618055555555555
NEDD8,Whole cell hit,0.719047619047619
NMD3,Whole cell hit,0.8854166666666666
NPEPPS,Whole cell hit,1.0
NPRL3,Whole cell hit,1.0
NSMCE4A,Whole cell hit,0.6512566137566137
NUP188,Whole cell hit,0.3
OSTC,Whole cell hit,0.9166666666666666
PABPN1,Whole cell hit,0.4875
PAFAH1B1,Whole cell hit,0.8541666666666666
PAK2,Whole cell hit,1.0
PDCD6IP,Whole cell hit,1.0
PEF1,Whole cell hit,0.9583333333333333
PER1,Whole cell hit,0.6958333333333333
PHB2,Whole cell hit,0.5297619047619048
PINK1,Whole cell hit,0.48055555555555557
PLRG1,Whole cell hit,0.4489087301587301
PML,Whole cell hit,0.9583333333333333
POGZ,Whole cell hit,0.9583333333333334
POLD2,Whole cell hit,1.0
PPP1CA,Whole cell hit,0.6116732804232804
PPP2R2A,Whole cell hit,1.0
PPP2R3C,Whole cell hit,0.6759259259259259
PRIM2,Whole cell hit,1.0
PRMT5,Whole cell hit,0.9416666666666667
PRPF38A,Whole cell hit,0.20922619047619045
PSMA3,Whole cell hit,0.275
PSMB5,Whole cell hit,0.3583333333333333
PSMC6,Whole cell hit,0.19047619047619047
PSMD10,Whole cell hit,0.9416666666666667
PSMD13,Whole cell hit,0.7083333333333333
PSMD5,Whole cell hit,1.0
PSMD9,Whole cell hit,0.6412698412698412
PSMF1,Whole cell hit,0.7988095238095237
RAB10,Whole cell hit,1.0
RAB11FIP3,Whole cell hit,0.2875
RAC1,Whole cell hit,1.0
RBM17,Whole cell hit,0.4390873015873016
RBP1,Whole cell hit,0.6086309523809523
RBPMS,Whole cell hit,0.5118055555555555
RCC1,Whole cell hit,0.29351851851851846
REEP5,Whole cell hit,0.4527777777777777
RELA,Whole cell hit,1.0
RFC3,Whole cell hit,1.0
RFC5,Whole cell hit,1.0
RHEB,Whole cell hit,0.59375
RHOB,Whole cell hit,0.39444444444444443
RNPS1,Whole cell hit,0.625
RPL18,Whole cell hit,0.4375
RPL19,Whole cell hit,0.42486772486772484
RPL29,Whole cell hit,0.7166666666666666
RPL32,Whole cell hit,0.7138888888888888
RPL35A,Whole cell hit,0.2091269841269841
RPL36,Whole cell hit,0.5720899470899471
RPL37,Whole cell hit,0.3958333333333333
RPL39,Whole cell hit,0.5
RPL4,Whole cell hit,0.27777777777777773
RPL5,Whole cell hit,0.21759259259259262
RPN1,Whole cell hit,0.5416666666666666
RPS12,Whole cell hit,0.3571428571428571
RPS16,Whole cell hit,0.7261904761904762
RPS24,Whole cell hit,0.9583333333333333
RPS4X,Whole cell hit,0.43333333333333335
RPS6,Whole cell hit,0.48611111111111116
RPS8,Whole cell hit,0.1986111111111111
RRAGC,Whole cell hit,1.0
RSU1,Whole cell hit,1.0
SAP130,Whole cell hit,0.8333333333333333
SART1,Whole cell hit,0.4694444444444445
SCNM1,Whole cell hit,0.6125
SCO1,Whole cell hit,0.47800925925925913
SDHB,Whole cell hit,1.0
SDHD,Whole cell hit,0.8518518518518519
SEC11A,Whole cell hit,1.0
SEPHS2,Whole cell hit,0.6777777777777778
SETDB1,Whole cell hit,1.0
SF3B3,Whole cell hit,0.23955026455026457
SF3B4,Whole cell hit,0.5523809523809524
SFPQ,Whole cell hit,0.3409722222222222
SH3BP4,Whole cell hit,1.0
SHOC2,Whole cell hit,1.0
SLC25A6,Whole cell hit,0.5831018518518519
SLC27A2,Whole cell hit,0.6458333333333334
SLC35A1,Whole cell hit,1.0
SLC46A1,Whole cell hit,0.5403439153439153
SMG7,Whole cell hit,1.0
SMG9,Whole cell hit,0.6458333333333333
SNRPB,Whole cell hit,0.2583333333333333
SP3,Whole cell hit,0.8472222222222222
SPCS1,Whole cell hit,0.6124999999999999
SRPRB,Whole cell hit,0.7583333333333333
SRSF1,Whole cell hit,0.5
SSR2,Whole cell hit,0.875
SSR3,Whole cell hit,1.0
SSR4,Whole cell hit,0.9458333333333333
ST3GAL1,Whole cell hit,0.8763888888888889
ST3GAL4,Whole cell hit,1.0
STAG1,Whole cell hit,1.0
STRIP1,Whole cell hit,1.0
STT3A,Whole cell hit,0.6666666666666666
STT3B,Whole cell hit,0.9479166666666666
SUGP1,Whole cell hit,0.5249999999999999
SUPT7L,Whole cell hit,0.3988095238095238
SUV39H1,Whole cell hit,0.5
SYMPK,Whole cell hit,0.32222222222222224
SYNCRIP,Whole cell hit,0.3361111111111111
TAF5L,Whole cell hit,1.0
TARDBP,Whole cell hit,1.0
TBC1D23,Whole cell hit,0.3222222222222222
TCERG1,Whole cell hit,1.0
THAP11,Whole cell hit,1.0
TIMELESS,Whole cell hit,1.0
TMED10,Whole cell hit,1.0
TMED2,Whole cell hit,1.0
TMEM165,Whole cell hit,0.9666666666666667
TMEM201,Whole cell hit,0.49589947089947084
TOE1,Whole cell hit,0.625
TOMM20,Whole cell hit,0.43194444444444446
TOMM22,Whole cell hit,1.0
TOMM40,Whole cell hit,0.9791666666666666
TPT1,Whole cell hit,0.3215277777777778
TRAM1,Whole cell hit,0.6388888888888888
TRAPPC1,Whole cell hit,1.0
TRAPPC3,Whole cell hit,0.6666666666666667
TRAPPC4,Whole cell hit,1.0
TSC1,Whole cell hit,1.0
TSR2,Whole cell hit,0.6701388888888888
TUBB4B,Whole cell hit,0.7625
TXNRD1,Whole cell hit,0.6214285714285713
UBA6,Whole cell hit,0.8541666666666666
UBAP1,Whole cell hit,0.7780753968253968
UBE2D3,Whole cell hit,1.0
UFM1,Whole cell hit,0.9166666666666666
UPF3A,Whole cell hit,0.6041666666666666
UPF3B,Whole cell hit,0.3982142857142857
UQCR10,Whole cell hit,0.42867063492063495
UQCRB,Whole cell hit,1.0
UQCRHL,Whole cell hit,0.4736111111111111
UQCRQ,Whole cell hit,0.48690476190476184
USP5,Whole cell hit,0.7194444444444444
VPS36,Whole cell hit,0.3201058201058201
VPS41,Whole cell hit,0.8185185185185185
VTA1,Whole cell hit,0.8847222222222222
WDR45,Whole cell hit,0.480324074074074
WDR83,Whole cell hit,1.0
WRAP53,Whole cell hit,0.7416666666666666
XPO5,Whole cell hit,0.9513888888888888
ZC3H8,Whole cell hit,0.31157407407407406
ZC3HC1,Whole cell hit,0.22685185185185186
ADAR,Compartment hit,0.18680555555555556
ANAPC10,Compartment hit,0.17592592592592593
ARPC1B,Compartment hit,0.21640211640211637
ARPC5,Compartment hit,0.5916666666666667
ATP6V0A1,Compartment hit,0.09999999999999999
ATP6V0E1,Compartment hit,0.18052248677248675
BAK1,Compartment hit,0.7063492063492063
BARD1,Compartment hit,0.53125
CANX,Compartment hit,0.19047619047619047
CAT,Compartment hit,0.25833333333333336
CCT4,Compartment hit,0.12361111111111109
COA5,Compartment hit,0.1238095238095238
COPZ1,Compartment hit,0.20277777777777778
COQ5,Compartment hit,0.3435185185185185
CRY1,Compartment hit,0.22129629629629627
DARS2,Compartment hit,0.2361111111111111
DDA1,Compartment hit,0.18518518518518517
DHX8,Compartment hit,0.10760582010582012
DLG1,Compartment hit,0.3277777777777777
ECI1,Compartment hit,0.2222222222222222
ECSIT,Compartment hit,0.16666666666666666
EIF2D,Compartment hit,0.5266203703703703
EIF3E,Compartment hit,0.09523809523809523
ESRP2,Compartment hit,0.5989087301587303
HAUS8,Compartment hit,0.10648148148148147
HDAC2,Compartment hit,0.35185185185185186
HMCES,Compartment hit,0.15509259259259262
IARS2,Compartment hit,0.5
ISL1,Compartment hit,0.2738095238095238
JTB,Compartment hit,0.39722222222222214
LTA4H,Compartment hit,0.18888888888888886
M6PR,Compartment hit,0.48571428571428565
MAP1S,Compartment hit,0.13333333333333333
MCOLN1,Compartment hit,0.3608465608465608
MED1,Compartment hit,0.19351851851851853
MFSD3,Compartment hit,0.25148809523809523
MRPL24,Compartment hit,0.1119047619047619
MRPL27,Compartment hit,0.5152777777777777
MRPL37,Compartment hit,0.1953373015873016
MRPL49,Compartment hit,0.21875
MRPS15,Compartment hit,0.19351851851851853
MRPS9,Compartment hit,0.24186507936507934
NAMPT,Compartment hit,0.7752976190476191
NCSTN,Compartment hit,0.18055555555555552
NDUFA4,Compartment hit,0.32638888888888884
NDUFA7,Compartment hit,0.30853174603174605
NDUFAF7,Compartment hit,0.5219907407407407
NDUFB3,Compartment hit,0.4882936507936508
NDUFB7,Compartment hit,0.29166666666666663
NDUFS2,Compartment hit,0.5222222222222221
NDUFS3,Compartment hit,0.4263888888888889
NUDT12,Compartment hit,0.6547619047619047
NUP93,Compartment hit,0.25925925925925924
OST4,Compartment hit,0.5
PACS2,Compartment hit,0.27764550264550264
PEX13,Compartment hit,0.446494708994709
PEX16,Compartment hit,0.41666666666666663
PEX19,Compartment hit,0.26666666666666666
PFDN5,Compartment hit,0.21527777777777776
PPP1CC,Compartment hit,0.44999999999999996
PPP1R10,Compartment hit,0.4039351851851852
PPWD1,Compartment hit,0.062003968253968256
PSMA5,Compartment hit,0.06388888888888888
PSMB1,Compartment hit,0.011904761904761904
PSMB10,Compartment hit,0.3958333333333333
PSMB8,Compartment hit,0.17893518518518517
PSME4,Compartment hit,0.34097222222222223
RAB11B,Compartment hit,0.44999999999999996
RAB3GAP1,Compartment hit,0.48611111111111105
RAB4A,Compartment hit,0.21984126984126984
RABL3,Compartment hit,0.20833333333333331
RIF1,Compartment hit,0.37361111111111106
RPL35,Compartment hit,0.20185185185185184
RPL39L,Compartment hit,0.38888888888888884
RPS6KA1,Compartment hit,0.4231150793650794
RPS6KB2,Compartment hit,0.20185185185185184
SEH1L,Compartment hit,0.5
SNRNP48,Compartment hit,0.10066137566137567
SPIDR,Compartment hit,0.5
SRD5A1,Compartment hit,0.3159722222222222
SREBF1,Compartment hit,0.298015873015873
SSR1,Compartment hit,0.32242063492063494
STX10,Compartment hit,0.2708333333333333
STX5,Compartment hit,0.45833333333333326
TECPR1,Compartment hit,0.18518518518518517
TMEM106B,Compartment hit,0.41666666666666663
TSR1,Compartment hit,0.2833333333333333
UBC,Compartment hit,0.33888888888888885
UBE2T,Compartment hit,0.19444444444444442
UBQLN2,Compartment hit,0.37619047619047613
UCP2,Compartment hit,0.7222222222222222
USP1,Compartment hit,0.8333333333333334
ZNF131,Compartment hit,0.26666666666666666
ZNHIT6,Compartment hit,0.6458333333333333
AARS2,Non hit,0.4645833333333333
AARSD1,Non hit,0.0
ABLIM1,Non hit,0.12777777777777777
AIMP1,Non hit,0.1164021164021164
AIMP2,Non hit,0.059027777777777776
ALKBH7,Non hit,0.2701388888888889
ANKRD13A,Non hit,0.029166666666666667
APEX1,Non hit,0.011904761904761904
ARFGAP3,Non hit,0.2875
ARPC1A,Non hit,0.25
ARPC5L,Non hit,0.5
ATF3,Non hit,0.10357142857142856
ATP6V0E2,Non hit,0.20416666666666666
ATRIP,Non hit,0.42013888888888884
ATXN3,Non hit,0.26180555555555557
AURKB,Non hit,0.046296296296296294
BANP,Non hit,0.10092592592592592
BCL2L1,Non hit,0.3333333333333333
BEX3,Non hit,0.26249999999999996
BOD1,Non hit,0.06249999999999999
BOD1L1,Non hit,0.5462962962962963
CALM1,Non hit,0.10714285714285712
CBX3,Non hit,0.3226851851851852
CCNI,Non hit,0.16666666666666666
CD5L,Non hit,0.05555555555555555
CD93,Non hit,0.30486111111111114
CDC23,Non hit,0.09999999999999999
CDC6,Non hit,0.09722222222222221
CDK2AP2,Non hit,0.0
CDK4,Non hit,0.11607142857142856
CDX4,Non hit,0.2804232804232804
CEACAM4,Non hit,0.17638888888888887
CEBPG,Non hit,0.2861111111111111
CELA3A,Non hit,0.25
CHM,Non hit,0.21805555555555553
CHMP4B,Non hit,0.09722222222222221
CLCN3,Non hit,0.037830687830687826
CLDN17,Non hit,0.49523809523809526
CLGN,Non hit,0.06547619047619048
CNOT6,Non hit,0.18888888888888886
CNOT7,Non hit,0.041666666666666664
COA3,Non hit,0.011904761904761904
COMMD1,Non hit,0.137037037037037
COPG2,Non hit,0.08333333333333333
COQ10A,Non hit,0.011904761904761904
COQ10B,Non hit,0.008333333333333333
COX18,Non hit,0.22023809523809523
CPT1B,Non hit,0.22685185185185183
CXCL9,Non hit,0.5867724867724868
CYB561A3,Non hit,0.28075396825396826
CYB5A,Non hit,0.19305555555555556
DEFB119,Non hit,0.3050595238095238
DEFB127,Non hit,0.13541666666666666
DEFB128,Non hit,0.030092592592592587
DEFB131A,Non hit,0.023148148148148147
DENND4B,Non hit,0.621031746031746
DOCK2,Non hit,0.27585978835978836
DONSON,Non hit,0.09024470899470899
DPM3,Non hit,0.45833333333333326
EIF4EBP2,Non hit,0.016666666666666666
EML3,Non hit,0.11339285714285713
ESX1,Non hit,0.12638888888888888
ESYT1,Non hit,0.125
ETFB,Non hit,0.11782407407407407
EXOSC3,Non hit,0.05555555555555555
EYA4,Non hit,0.08333333333333333
FAM71A,Non hit,0.019675925925925923
FNBP1L,Non hit,0.023809523809523808
FOLR1,Non hit,0.027777777777777776
GAPVD1,Non hit,0.3333333333333333
GOLGA1,Non hit,0.05357142857142857
GORASP1,Non hit,0.024305555555555552
GPR119,Non hit,0.26666666666666666
HAUS1,Non hit,0.06944444444444445
HAUS4,Non hit,0.1925925925925926
HDGFL2,Non hit,0.22916666666666666
HIBCH,Non hit,0.19444444444444445
HIF1A,Non hit,0.12708333333333333
HLA-B,Non hit,0.11249999999999999
HSFY1,Non hit,0.125
ID2,Non hit,0.19583333333333333
IFNA16,Non hit,0.47817460317460314
IFT22,Non hit,0.22056878306878305
IGF2BP1,Non hit,0.03273809523809523
IMPACT,Non hit,0.09722222222222221
ITFG2,Non hit,0.35277777777777775
KIF20B,Non hit,0.10648148148148148
KPNA1,Non hit,0.10208333333333333
KRTAP22-1,Non hit,0.29166666666666663
LAMTOR1,Non hit,0.2844907407407407
LCE2B,Non hit,0.25
LHX9,Non hit,0.1261243386243386
MAGOH,Non hit,0.5633928571428571
MAGOHB,Non hit,0.09523809523809523
MBL2,Non hit,0.08564814814814814
MCM10,Non hit,0.1140873015873016
MDC1,Non hit,0.2003968253968254
MLH1,Non hit,0.2358796296296296
MMP27,Non hit,0.030555555555555555
MRNIP,Non hit,0.3590277777777777
MRPL1,Non hit,0.13690476190476192
MRPL2,Non hit,0.16666666666666666
MRPL36,Non hit,0.1119047619047619
MRPL55,Non hit,0.22499999999999998
MRPS5,Non hit,0.2777777777777778
MSH6,Non hit,0.3933531746031746
MSTO1,Non hit,0.23214285714285715
MTIF2,Non hit,0.16005291005291006
NDUFA12,Non hit,0.04199735449735449
NDUFAF6,Non hit,0.1527777777777778
NDUFC2,Non hit,0.15853174603174602
NFKBIA,Non hit,0.3611111111111111
NHEJ1,Non hit,0.05902777777777777
NHLH2,Non hit,0.35
NPRL2,Non hit,0.7138888888888889
NPVF,Non hit,0.20416666666666666
OAZ1,Non hit,0.375
OIP5,Non hit,0.10092592592592592
OPRPN,Non hit,0.3363095238095238
OR10H3,Non hit,0.04444444444444444
OR2G3,Non hit,0.4722222222222222
OR4C5,Non hit,0.09259259259259259
OR7D4,Non hit,0.07916666666666666
PAIP1,Non hit,0.1925925925925926
PAPSS1,Non hit,0.06481481481481481
PAPSS2,Non hit,0.013888888888888888
PHAX,Non hit,0.05654761904761905
PIP4K2A,Non hit,0.21412037037037035
PMAIP1,Non hit,0.09537037037037036
PPA2,Non hit,0.05694444444444444
PPIF,Non hit,0.10912698412698413
PRDX6,Non hit,0.016666666666666666
PRR30,Non hit,0.17777777777777776
PRY2,Non hit,0.15138888888888888
PSEN1,Non hit,0.08630952380952381
PSMA1,Non hit,0.044642857142857144
PSMA2,Non hit,0.008333333333333333
PSMA4,Non hit,0.02222222222222222
PSMC1,Non hit,0.025793650793650792
PSMD7,Non hit,0.13690476190476192
RAB27A,Non hit,0.14232804232804233
RAB2B,Non hit,0.07268518518518517
RAB3IP,Non hit,0.12764550264550262
REXO4,Non hit,0.16666666666666666
RFPL3,Non hit,0.5590277777777778
RFTN1,Non hit,0.5751322751322752
RPL22,Non hit,0.25416666666666665
RPL22L1,Non hit,0.1907407407407407
RPL26L1,Non hit,0.025793650793650792
RPL36A,Non hit,0.26180555555555557
RPS10-NUDT3,Non hit,0.05555555555555555
RPS20,Non hit,0.2708333333333333
RPS27L,Non hit,0.40277777777777773
RPS3,Non hit,0.15357142857142858
RPS6KA3,Non hit,0.648611111111111
RUFY2,Non hit,0.020833333333333332
SASS6,Non hit,0.016666666666666666
SCARB2,Non hit,0.14246031746031745
SCGB1D1,Non hit,0.3146825396825397
SCLY,Non hit,0.175
SEC11C,Non hit,0.02232142857142857
SELENOV,Non hit,0.11944444444444444
SF3B1,Non hit,0.04444444444444444
SIRPD,Non hit,0.25
SLC15A4,Non hit,0.10449735449735449
SLC25A27,Non hit,0.07440476190476189
SLC9A6,Non hit,0.06759259259259259
SLC9B2,Non hit,0.3935185185185185
SMARCAD1,Non hit,0.517361111111111
SMR3A,Non hit,0.15634920634920635
SNAP47,Non hit,0.01875
SNRNP27,Non hit,0.16666666666666666
SNTN,Non hit,0.0
SPAST,Non hit,0.40922619047619047
SPATA48,Non hit,0.010416666666666666
SPO11,Non hit,0.02222222222222222
SPRR2G,Non hit,0.05555555555555555
STAM,Non hit,0.023809523809523808
STX6,Non hit,0.13333333333333333
STX7,Non hit,0.1654761904761905
SYTL4,Non hit,0.021164021164021163
TBL1Y,Non hit,0.037037037037037035
TCIRG1,Non hit,0.2875
TERF2IP,Non hit,0.16005291005291006
TFAP2D,Non hit,0.020833333333333332
TMEM126B,Non hit,0.0
TOMM5,Non hit,0.08134920634920634
TOMM6,Non hit,0.0912037037037037
TOMM7,Non hit,0.2691798941798942
TSFM,Non hit,0.19374999999999998
TUBA1A,Non hit,0.10763888888888888
TUBG2,Non hit,0.1148148148148148
USB1,Non hit,0.16666666666666666
USP33,Non hit,0.04107142857142857
VDAC2,Non hit,0.09523809523809523
VPS4B,Non hit,0.1763888888888889
VTI1A,Non hit,0.0
WARS2,Non hit,0.26666666666666666
WDFY3,Non hit,0.4444444444444444
WFDC8,Non hit,0.07222222222222223
XPC,Non hit,0.16666666666666666
YWHAH,Non hit,0.37499999999999994
AARS2,All gene,0.4645833333333333
AARSD1,All gene,0.0
ABCF1,All gene,0.5794642857142857
ABLIM1,All gene,0.12777777777777777
ACTR2,All gene,0.9002976190476191
ACTR3,All gene,0.9375
ADAR,All gene,0.18680555555555556
AIMP1,All gene,0.1164021164021164
AIMP2,All gene,0.059027777777777776
ALG13,All gene,0.8979166666666667
ALG5,All gene,0.9791666666666666
ALG6,All gene,1.0
ALG8,All gene,0.5952380952380952
ALKBH7,All gene,0.2701388888888889
ANAPC10,All gene,0.17592592592592593
ANKRD13A,All gene,0.029166666666666667
ANXA2,All gene,0.7333333333333333
AP3S1,All gene,0.33796296296296297
APEX1,All gene,0.011904761904761904
ARF4,All gene,0.9791666666666666
ARFGAP3,All gene,0.2875
ARNTL,All gene,0.5131944444444444
ARPC1A,All gene,0.25
ARPC1B,All gene,0.21640211640211637
ARPC2,All gene,0.8888888888888888
ARPC3,All gene,0.9666666666666667
ARPC4,All gene,1.0
ARPC5,All gene,0.5916666666666667
ARPC5L,All gene,0.5
ATF3,All gene,0.10357142857142856
ATF4,All gene,0.9666666666666667
ATG14,All gene,0.7645833333333332
ATIC,All gene,0.75
ATL2,All gene,1.0
ATP6V0A1,All gene,0.09999999999999999
ATP6V0B,All gene,1.0
ATP6V0C,All gene,1.0
ATP6V0D1,All gene,0.8055555555555555
ATP6V0E1,All gene,0.18052248677248675
ATP6V0E2,All gene,0.20416666666666666
ATP6V1H,All gene,1.0
ATRIP,All gene,0.42013888888888884
ATXN3,All gene,0.26180555555555557
AURKB,All gene,0.046296296296296294
BAK1,All gene,0.7063492063492063
BANP,All gene,0.10092592592592592
BARD1,All gene,0.53125
BCL2L1,All gene,0.3333333333333333
BEX3,All gene,0.26249999999999996
BOD1,All gene,0.06249999999999999
BOD1L1,All gene,0.5462962962962963
BRAP,All gene,0.41130952380952385
CALM1,All gene,0.10714285714285712
CANX,All gene,0.19047619047619047
CASC3,All gene,0.869047619047619
CAT,All gene,0.25833333333333336
CBX3,All gene,0.3226851851851852
CCNI,All gene,0.16666666666666666
CCT4,All gene,0.12361111111111109
CD5L,All gene,0.05555555555555555
CD93,All gene,0.30486111111111114
CDC23,All gene,0.09999999999999999
CDC6,All gene,0.09722222222222221
CDC73,All gene,0.40555555555555556
CDCA2,All gene,0.6055555555555555
CDK13,All gene,0.9791666666666666
CDK2AP2,All gene,0.0
CDK4,All gene,0.11607142857142856
CDX4,All gene,0.2804232804232804
CEACAM4,All gene,0.17638888888888887
CEBPG,All gene,0.2861111111111111
CELA3A,All gene,0.25
CENPK,All gene,0.22658730158730156
CHM,All gene,0.21805555555555553
CHMP4B,All gene,0.09722222222222221
CHMP6,All gene,0.7259920634920636
CHP1,All gene,0.6245039682539681
CIAO1,All gene,1.0
CIT,All gene,0.6666666666666666
CLCN3,All gene,0.037830687830687826
CLDN17,All gene,0.49523809523809526
CLGN,All gene,0.06547619047619048
CNOT6,All gene,0.18888888888888886
CNOT7,All gene,0.041666666666666664
COA3,All gene,0.011904761904761904
COA5,All gene,0.1238095238095238
COG3,All gene,0.8333333333333333
COG4,All gene,1.0
COMMD1,All gene,0.137037037037037
COPA,All gene,0.4438492063492064
COPG2,All gene,0.08333333333333333
COPZ1,All gene,0.20277777777777778
COQ10A,All gene,0.011904761904761904
COQ10B,All gene,0.008333333333333333
COQ5,All gene,0.3435185185185185
COX14,All gene,0.53125
COX17,All gene,0.8291666666666666
COX18,All gene,0.22023809523809523
COX4I1,All gene,1.0
COX7B,All gene,0.7291666666666666
COX7C,All gene,0.6268518518518519
COX8A,All gene,0.4875992063492063
CPSF1,All gene,1.0
CPSF3,All gene,1.0
