Gene,DNA,Phalloidin,WGA,ConA,Catalase,btubulin,Calnexin,NfKb,COXIV,LAMP1,PRSP6,Syto9,TDP43,G3BP1,GM130,Sum
TCERG1,57.0,29.0,88.0,76.0,16.0,24.0,53.0,55.0,66.0,72.0,38.0,43.0,39.0,18.0,41.0,528.0
THAP11,34.0,29.0,71.0,58.0,26.0,37.0,54.0,41.0,103.0,87.0,79.0,80.0,56.0,24.0,25.0,616.0
TIMELESS,121.0,69.0,80.0,87.0,60.0,68.0,73.0,54.0,85.0,56.0,76.0,93.0,92.0,54.0,69.0,933.0
TMED10,89.0,85.0,73.0,75.0,59.0,64.0,91.0,86.0,99.0,93.0,90.0,126.0,77.0,62.0,84.0,940.0
TMED2,102.0,85.0,81.0,83.0,66.0,68.0,94.0,86.0,99.0,92.0,99.0,130.0,74.0,62.0,93.0,984.0
TMEM165,17.0,31.0,23.0,25.0,17.0,17.0,19.0,24.0,28.0,24.0,19.0,24.0,18.0,22.0,36.0,229.0
TMEM201,11.0,24.0,14.0,12.0,3.0,3.0,16.0,14.0,10.0,12.0,15.0,13.0,32.0,12.0,8.0,142.0
TOE1,50.0,12.0,29.0,28.0,10.0,17.0,19.0,30.0,45.0,34.0,31.0,45.0,31.0,30.0,40.0,345.0
TOMM20,21.0,26.0,40.0,22.0,10.0,7.0,15.0,20.0,72.0,16.0,43.0,24.0,32.0,11.0,18.0,268.0
TOMM22,45.0,34.0,45.0,48.0,23.0,41.0,35.0,28.0,38.0,34.0,62.0,57.0,32.0,23.0,31.0,462.0
TOMM40,66.0,49.0,69.0,83.0,39.0,59.0,52.0,42.0,144.0,35.0,66.0,88.0,64.0,43.0,62.0,768.0
TPT1,39.0,20.0,13.0,16.0,6.0,17.0,19.0,17.0,47.0,18.0,24.0,29.0,34.0,5.0,18.0,264.0
TRAM1,3.0,34.0,20.0,5.0,7.0,6.0,15.0,17.0,13.0,16.0,20.0,11.0,11.0,11.0,8.0,135.0
TRAPPC1,101.0,95.0,127.0,146.0,69.0,92.0,98.0,98.0,130.0,77.0,116.0,163.0,131.0,64.0,94.0,1272.0
TRAPPC3,27.0,26.0,64.0,59.0,19.0,33.0,37.0,33.0,56.0,27.0,66.0,73.0,37.0,19.0,26.0,437.0
TRAPPC4,86.0,73.0,107.0,124.0,52.0,71.0,80.0,87.0,109.0,61.0,97.0,139.0,118.0,49.0,76.0,1046.0
TSC1,24.0,12.0,62.0,34.0,17.0,31.0,26.0,22.0,22.0,53.0,40.0,31.0,13.0,18.0,24.0,305.0
TSR1,24.0,5.0,11.0,11.0,6.0,10.0,13.0,18.0,23.0,17.0,16.0,28.0,10.0,11.0,24.0,173.0
TSR2,37.0,19.0,9.0,13.0,11.0,12.0,25.0,37.0,38.0,11.0,23.0,41.0,14.0,9.0,20.0,244.0
TUBB4B,11.0,21.0,17.0,17.0,5.0,20.0,8.0,19.0,14.0,23.0,29.0,20.0,12.0,10.0,12.0,191.0
TXNRD1,11.0,11.0,16.0,26.0,2.0,5.0,9.0,6.0,33.0,7.0,12.0,14.0,13.0,3.0,14.0,149.0
UBA6,38.0,13.0,13.0,21.0,11.0,22.0,12.0,31.0,15.0,16.0,15.0,14.0,43.0,8.0,15.0,212.0
UBAP1,30.0,23.0,26.0,29.0,9.0,11.0,26.0,24.0,40.0,26.0,18.0,34.0,39.0,14.0,31.0,277.0
UBC,3.0,9.0,9.0,9.0,9.0,13.0,7.0,8.0,6.0,11.0,25.0,8.0,7.0,8.0,16.0,106.0
UBE2D3,54.0,68.0,80.0,91.0,43.0,60.0,71.0,66.0,99.0,73.0,77.0,83.0,84.0,55.0,79.0,853.0
UFM1,36.0,41.0,52.0,66.0,16.0,18.0,31.0,44.0,54.0,61.0,17.0,47.0,25.0,50.0,28.0,438.0
UPF3A,28.0,14.0,9.0,4.0,8.0,8.0,28.0,7.0,17.0,16.0,18.0,11.0,14.0,5.0,11.0,147.0
UPF3B,18.0,12.0,4.0,9.0,8.0,26.0,11.0,7.0,31.0,8.0,25.0,13.0,19.0,11.0,13.0,154.0
UQCR10,5.0,7.0,15.0,8.0,7.0,10.0,6.0,4.0,11.0,10.0,16.0,10.0,11.0,15.0,8.0,116.0
UQCRB,64.0,58.0,46.0,58.0,61.0,64.0,80.0,49.0,89.0,32.0,78.0,90.0,37.0,40.0,60.0,670.0
UQCRHL,10.0,8.0,20.0,13.0,3.0,5.0,6.0,17.0,16.0,12.0,24.0,26.0,20.0,12.0,17.0,164.0
UQCRQ,10.0,8.0,12.0,3.0,10.0,4.0,16.0,8.0,56.0,3.0,9.0,8.0,12.0,5.0,11.0,119.0
USP5,21.0,16.0,25.0,22.0,13.0,26.0,19.0,41.0,33.0,26.0,25.0,34.0,24.0,29.0,16.0,281.0
VPS36,18.0,12.0,33.0,19.0,5.0,8.0,21.0,27.0,41.0,57.0,6.0,17.0,14.0,8.0,18.0,206.0
VPS41,30.0,11.0,14.0,22.0,6.0,9.0,18.0,10.0,22.0,22.0,18.0,15.0,20.0,13.0,19.0,164.0
VTA1,23.0,21.0,12.0,23.0,14.0,13.0,15.0,37.0,37.0,10.0,17.0,20.0,11.0,28.0,30.0,240.0
WDR45,5.0,3.0,4.0,14.0,9.0,10.0,6.0,11.0,18.0,1.0,23.0,9.0,7.0,3.0,13.0,111.0
WDR83,61.0,63.0,48.0,66.0,42.0,46.0,90.0,53.0,94.0,71.0,66.0,69.0,55.0,46.0,59.0,672.0
WRAP53,16.0,28.0,28.0,19.0,16.0,20.0,35.0,22.0,27.0,21.0,35.0,21.0,28.0,13.0,21.0,255.0
XPO5,52.0,51.0,32.0,48.0,20.0,44.0,33.0,29.0,54.0,66.0,65.0,45.0,72.0,39.0,34.0,482.0
ZC3H8,12.0,8.0,17.0,8.0,3.0,9.0,13.0,14.0,6.0,11.0,8.0,14.0,12.0,3.0,9.0,104.0
ZC3HC1,9.0,14.0,32.0,10.0,2.0,12.0,12.0,18.0,18.0,19.0,27.0,21.0,7.0,6.0,13.0,164.0
ZNF131,25.0,5.0,14.0,5.0,3.0,2.0,8.0,2.0,23.0,10.0,14.0,18.0,9.0,5.0,8.0,105.0
ZNHIT6,4.0,12.0,9.0,7.0,4.0,5.0,10.0,16.0,11.0,18.0,21.0,13.0,15.0,6.0,17.0,128.0
