gene,group,mAP
PPP1CC,Whole cell hit,0.8055555555555555
PPP2R2A,Whole cell hit,0.8669642857142856
PPP2R3C,Whole cell hit,0.9583333333333333
PRIM2,Whole cell hit,1.0
PRMT5,Whole cell hit,1.0
PSMA3,Whole cell hit,0.7371031746031745
PSMA4,Whole cell hit,0.1958333333333333
PSMC6,Whole cell hit,0.16567460317460317
PSMD13,Whole cell hit,0.5
PSMD7,Whole cell hit,0.2777777777777778
RAB10,Whole cell hit,1.0
RAC1,Whole cell hit,1.0
RBPMS,Whole cell hit,0.7286706349206349
RCC1,Whole cell hit,0.40324074074074073
RELA,Whole cell hit,0.8972222222222223
RFC3,Whole cell hit,1.0
RFC5,Whole cell hit,1.0
RHEB,Whole cell hit,0.5222222222222221
RHOB,Whole cell hit,0.27777777777777773
RIF1,Whole cell hit,0.3954365079365079
RNPS1,Whole cell hit,0.40674603174603174
RPL18,Whole cell hit,0.3571428571428571
RPL19,Whole cell hit,0.5027777777777778
RPL32,Whole cell hit,0.3379629629629629
RPL35,Whole cell hit,0.6694444444444445
RPL35A,Whole cell hit,0.6126984126984127
RPL36,Whole cell hit,0.7847222222222222
RPL39,Whole cell hit,0.7371031746031745
RPL4,Whole cell hit,0.5638888888888889
RPL5,Whole cell hit,0.3472222222222222
RPN1,Whole cell hit,0.3279761904761904
RPS12,Whole cell hit,0.642361111111111
RPS16,Whole cell hit,1.0
RPS20,Whole cell hit,0.2546296296296296
RPS24,Whole cell hit,0.9791666666666666
RPS3,Whole cell hit,0.5722222222222222
RPS4X,Whole cell hit,0.9333333333333333
RPS6,Whole cell hit,0.9523809523809523
RPS8,Whole cell hit,0.9791666666666666
RRAGC,Whole cell hit,0.5416666666666666
RSU1,Whole cell hit,1.0
SAP130,Whole cell hit,0.9097222222222222
SCNM1,Whole cell hit,0.475
SDHB,Whole cell hit,1.0
SDHD,Whole cell hit,0.875
SEC11A,Whole cell hit,0.9166666666666666
SETDB1,Whole cell hit,1.0
SF3B1,Whole cell hit,0.7333333333333333
SF3B3,Whole cell hit,0.1645833333333333
SF3B4,Whole cell hit,0.42916666666666664
SFPQ,Whole cell hit,0.9083333333333333
SH3BP4,Whole cell hit,1.0
SHOC2,Whole cell hit,1.0
SMG7,Whole cell hit,0.9458333333333333
SRPRB,Whole cell hit,0.6770833333333333
SRSF1,Whole cell hit,0.5416666666666666
SSR2,Whole cell hit,0.5740740740740741
SSR3,Whole cell hit,1.0
ST3GAL1,Whole cell hit,0.7263888888888889
STAG1,Whole cell hit,1.0
STRIP1,Whole cell hit,1.0
STT3A,Whole cell hit,0.5812169312169313
STT3B,Whole cell hit,0.5847222222222221
STX5,Whole cell hit,0.371031746031746
SUGP1,Whole cell hit,0.5
SUV39H1,Whole cell hit,0.5
SYMPK,Whole cell hit,0.6
TAF5L,Whole cell hit,0.9791666666666666
TARDBP,Whole cell hit,1.0
TCERG1,Whole cell hit,1.0
TIMELESS,Whole cell hit,1.0
TMED10,Whole cell hit,1.0
TMED2,Whole cell hit,1.0
TMEM201,Whole cell hit,0.6555555555555554
TOE1,Whole cell hit,1.0
TOMM20,Whole cell hit,0.5638888888888889
TOMM22,Whole cell hit,1.0
TOMM40,Whole cell hit,1.0
TPT1,Whole cell hit,0.3944444444444444
TRAPPC1,Whole cell hit,1.0
TRAPPC3,Whole cell hit,0.59375
TRAPPC4,Whole cell hit,1.0
TSC1,Whole cell hit,1.0
TSR1,Whole cell hit,0.4007936507936507
TSR2,Whole cell hit,0.544047619047619
TUBB4B,Whole cell hit,0.9513888888888888
UBAP1,Whole cell hit,0.3821428571428572
UBE2D3,Whole cell hit,1.0
UCP2,Whole cell hit,0.41666666666666663
UFM1,Whole cell hit,0.5416666666666666
UQCR10,Whole cell hit,0.24907407407407406
UQCRB,Whole cell hit,0.8833333333333333
UQCRHL,Whole cell hit,1.0
USP5,Whole cell hit,0.5546296296296296
VTA1,Whole cell hit,1.0
WDR83,Whole cell hit,1.0
WRAP53,Whole cell hit,0.5
XPO5,Whole cell hit,1.0
ZC3HC1,Whole cell hit,0.333994708994709
ZNHIT6,Whole cell hit,0.5
ABCF1,Compartment hit,0.5006944444444444
ABLIM1,Compartment hit,0.22023809523809523
ANAPC10,Compartment hit,0.2604166666666667
ARPC1A,Compartment hit,0.8259920634920634
ATF3,Compartment hit,0.17592592592592593
ATG14,Compartment hit,0.5361111111111111
ATL2,Compartment hit,0.5859126984126983
AURKB,Compartment hit,0.11388888888888887
BANP,Compartment hit,0.03968253968253968
BCL2L1,Compartment hit,0.7236111111111111
BOD1,Compartment hit,0.3361111111111111
BOD1L1,Compartment hit,0.34960317460317464
CCT4,Compartment hit,0.10347222222222223
CENPK,Compartment hit,0.0375
CHP1,Compartment hit,0.29325396825396827
COA5,Compartment hit,0.27232142857142855
COG3,Compartment hit,0.4666666666666667
COX4I1,Compartment hit,0.16666666666666666
CYB561A3,Compartment hit,0.44999999999999996
DCAF15,Compartment hit,0.2944444444444444
DPM3,Compartment hit,0.35000000000000003
EIF2B4,Compartment hit,0.27129629629629626
EIF2D,Compartment hit,0.4111111111111111
ERCC2,Compartment hit,0.5
HDAC2,Compartment hit,0.4305555555555555
JOSD1,Compartment hit,0.10763888888888888
LAMP1,Compartment hit,0.23958333333333331
MAGOH,Compartment hit,0.1496031746031746
MCM10,Compartment hit,0.40277777777777773
MCOLN1,Compartment hit,0.24305555555555552
MNT,Compartment hit,0.346031746031746
MORF4L2,Compartment hit,0.5805555555555555
MRPL1,Compartment hit,0.24315476190476187
MRPL18,Compartment hit,0.19444444444444442
MRPL24,Compartment hit,0.09722222222222221
MRPL33,Compartment hit,0.16666666666666666
MRPL36,Compartment hit,0.3472222222222222
MRPL49,Compartment hit,0.1388888888888889
MRPS15,Compartment hit,0.1574074074074074
MRPS18C,Compartment hit,0.4285714285714285
MRPS31,Compartment hit,0.3076388888888889
MVB12A,Compartment hit,0.175
MYO1B,Compartment hit,0.6678571428571428
MYO1E,Compartment hit,0.6458333333333333
OST4,Compartment hit,0.3988095238095238
OSTC,Compartment hit,0.20019841269841268
PAFAH1B1,Compartment hit,0.1965277777777778
PHAX,Compartment hit,0.16666666666666666
PRPF38A,Compartment hit,0.17658730158730157
RAB11FIP3,Compartment hit,0.2222222222222222
RAB2B,Compartment hit,0.27361111111111114
RPL29,Compartment hit,0.5541666666666666
RPL37,Compartment hit,0.09375
RPL39L,Compartment hit,0.3564814814814814
SART1,Compartment hit,0.3115079365079365
SEH1L,Compartment hit,0.5
SEPHS2,Compartment hit,0.42222222222222217
SLC46A1,Compartment hit,0.7032407407407407
SMARCAD1,Compartment hit,0.566468253968254
SNRNP27,Compartment hit,0.14444444444444443
SNRNP48,Compartment hit,0.4361111111111111
SNRPB,Compartment hit,0.2569444444444444
SPCS1,Compartment hit,0.41666666666666663
SRD5A1,Compartment hit,0.7384259259259259
THAP11,Compartment hit,0.6319444444444444
TMEM165,Compartment hit,0.8333333333333334
TRAM1,Compartment hit,0.4284722222222222
TSFM,Compartment hit,0.3063492063492063
TXNRD1,Compartment hit,0.6229166666666667
UBA6,Compartment hit,0.4962962962962963
VPS36,Compartment hit,0.19444444444444442
ZC3H8,Compartment hit,0.2916666666666667
AARS2,Non hit,0.34629629629629627
AARSD1,Non hit,0.034722222222222224
ADAR,Non hit,0.18376322751322755
AIMP1,Non hit,0.10763888888888888
AIMP2,Non hit,0.06746031746031746
ALG6,Non hit,0.22569444444444445
ALKBH7,Non hit,0.19490740740740736
ANKRD13A,Non hit,0.02222222222222222
AP3S1,Non hit,0.098015873015873
APEX1,Non hit,0.05555555555555555
ARFGAP3,Non hit,0.04880952380952381
ARNTL,Non hit,0.18101851851851852
ARPC1B,Non hit,0.21296296296296294
ARPC5,Non hit,0.2833333333333333
ARPC5L,Non hit,0.18888888888888888
ATP6V0E1,Non hit,0.20833333333333334
ATP6V0E2,Non hit,0.03333333333333333
ATXN3,Non hit,0.02857142857142857
BAK1,Non hit,0.02232142857142857
BARD1,Non hit,0.33333333333333326
BEX3,Non hit,0.2773809523809524
CALM1,Non hit,0.2001984126984127
CANX,Non hit,0.15763888888888888
CAT,Non hit,0.05555555555555555
CBX3,Non hit,0.233994708994709
CCNI,Non hit,0.17916666666666667
CD5L,Non hit,0.023148148148148147
CD93,Non hit,0.196031746031746
CDC23,Non hit,0.044444444444444446
CDC6,Non hit,0.016666666666666666
CDK2AP2,Non hit,0.008333333333333333
CDK4,Non hit,0.08194444444444444
CDX4,Non hit,0.15019841269841272
CEACAM4,Non hit,0.008333333333333333
CEBPG,Non hit,0.025925925925925925
CELA3A,Non hit,0.2224206349206349
CHM,Non hit,0.13078703703703703
CHMP4B,Non hit,0.1079695767195767
CLCN3,Non hit,0.03009259259259259
CLDN17,Non hit,0.371031746031746
CLGN,Non hit,0.008333333333333333
CNOT6,Non hit,0.10416666666666667
CNOT7,Non hit,0.19444444444444442
COA3,Non hit,0.125
COMMD1,Non hit,0.03042328042328042
COPG2,Non hit,0.075
COPZ1,Non hit,0.10925925925925925
COQ10A,Non hit,0.016666666666666666
COQ10B,Non hit,0.0
COQ5,Non hit,0.2582010582010582
COX17,Non hit,0.5962962962962962
COX18,Non hit,0.22208994708994706
COX7B,Non hit,0.048611111111111105
COX7C,Non hit,0.24166666666666664
COX8A,Non hit,0.17523148148148146
CPT1B,Non hit,0.0798611111111111
CRY1,Non hit,0.029166666666666667
CXCL9,Non hit,0.47777777777777775
CYB5A,Non hit,0.1597222222222222
DARS2,Non hit,0.25462962962962965
DEFB119,Non hit,0.09523809523809523
DEFB127,Non hit,0.19444444444444442
DEFB128,Non hit,0.009259259259259259
DEFB131A,Non hit,0.04675925925925926
DENND4B,Non hit,0.06018518518518519
DLG1,Non hit,0.008333333333333333
DOCK2,Non hit,0.22777777777777775
DONSON,Non hit,0.025925925925925925
DVL1,Non hit,0.46249999999999997
DVL3,Non hit,0.09523809523809523
ECI1,Non hit,0.025
ECSIT,Non hit,0.16666666666666666
EIF4A2,Non hit,0.25
EIF4EBP2,Non hit,0.02222222222222222
ESX1,Non hit,0.11375661375661375
ESYT1,Non hit,0.058333333333333334
ETFA,Non hit,0.1111111111111111
ETFB,Non hit,0.06051587301587301
EYA4,Non hit,0.16666666666666666
FAM193A,Non hit,0.18214285714285713
FAM71A,Non hit,0.125
FNBP1L,Non hit,0.14616402116402116
FOLR1,Non hit,0.029166666666666667
GABARAPL1,Non hit,0.25066137566137564
GAPVD1,Non hit,0.3430555555555555
GLE1,Non hit,0.10621693121693121
GOLGA1,Non hit,0.12301587301587301
GOLGA2,Non hit,0.15555555555555556
GORASP1,Non hit,0.009259259259259259
GPR119,Non hit,0.10102513227513227
HAUS1,Non hit,0.0
HAUS4,Non hit,0.04444444444444444
HAUS8,Non hit,0.15277777777777776
HDGFL2,Non hit,0.4525462962962963
HIBCH,Non hit,0.044444444444444446
HIF1A,Non hit,0.020833333333333332
HLA-B,Non hit,0.02222222222222222
HMCES,Non hit,0.3125
HSFY1,Non hit,0.07685185185185185
ID2,Non hit,0.1597222222222222
IFNA16,Non hit,0.06759259259259259
IFT22,Non hit,0.3259259259259259
IGF2BP1,Non hit,0.18402777777777776
IMPACT,Non hit,0.023809523809523808
ISL1,Non hit,0.16666666666666666
ITFG2,Non hit,0.07083333333333333
JTB,Non hit,0.1398148148148148
KIF20B,Non hit,0.09904100529100529
KPNA1,Non hit,0.1509259259259259
KRTAP22-1,Non hit,0.043154761904761904
LAMTOR1,Non hit,0.1349206349206349
LCE2B,Non hit,0.14583333333333331
LHX9,Non hit,0.11547619047619047
LTA4H,Non hit,0.5430555555555555
M6PR,Non hit,0.5
MAGOHB,Non hit,0.15810185185185185
MAP1S,Non hit,0.28869047619047616
MBL2,Non hit,0.09523809523809523
MCM3AP,Non hit,0.12777777777777777
MDC1,Non hit,0.0
MED1,Non hit,0.14444444444444446
MLH1,Non hit,0.17579365079365078
MMP27,Non hit,0.26435185185185184
MRNIP,Non hit,0.3464285714285714
MRPL2,Non hit,0.17708333333333331
MRPL27,Non hit,0.17175925925925922
MRPL37,Non hit,0.04940476190476191
MRPL55,Non hit,0.008333333333333333
MRPS26,Non hit,0.09722222222222221
MRPS5,Non hit,0.3724206349206349
MRPS9,Non hit,0.06759259259259259
MSH6,Non hit,0.15277777777777776
MSTO1,Non hit,0.25925925925925924
MTIF2,Non hit,0.0
NBR1,Non hit,0.08333333333333333
NDEL1,Non hit,0.07116402116402115
NDUFA10,Non hit,0.19999999999999998
NDUFA11,Non hit,0.3660714285714286
NDUFA12,Non hit,0.14232804232804233
NDUFA2,Non hit,0.15555555555555556
NDUFA4,Non hit,0.016666666666666666
NDUFA7,Non hit,0.26388888888888884
NDUFAF6,Non hit,0.38888888888888884
NDUFAF7,Non hit,0.01759259259259259
NDUFB3,Non hit,0.21921296296296294
NDUFB7,Non hit,0.1388888888888889
NDUFC2,Non hit,0.020833333333333332
NDUFS2,Non hit,0.23888888888888887
NDUFS3,Non hit,0.09259259259259259
NFKBIA,Non hit,0.16666666666666666
NHEJ1,Non hit,0.061111111111111116
NHLH2,Non hit,0.1611111111111111
NPRL2,Non hit,0.22916666666666666
NPVF,Non hit,0.13611111111111113
NUDT12,Non hit,0.3692129629629629
OAZ1,Non hit,0.3935185185185185
OIP5,Non hit,0.125
OPRPN,Non hit,0.07936507936507936
OR10H3,Non hit,0.03009259259259259
OR2G3,Non hit,0.7861111111111111
OR4C5,Non hit,0.1125
OR7D4,Non hit,0.06944444444444445
PABPN1,Non hit,0.12533068783068782
PACS2,Non hit,0.2916666666666667
PAIP1,Non hit,0.04246031746031746
PAPSS1,Non hit,0.09259259259259259
PAPSS2,Non hit,0.2526455026455026
PER1,Non hit,0.325
PEX13,Non hit,0.08819444444444444
PEX19,Non hit,0.2324074074074074
PFDN5,Non hit,0.31481481481481477
PINK1,Non hit,0.21428571428571427
PIP4K2A,Non hit,0.14699074074074076
PLRG1,Non hit,0.021164021164021163
PMAIP1,Non hit,0.02222222222222222
PPA2,Non hit,0.039351851851851846
PPIF,Non hit,0.13194444444444442
PPP1R10,Non hit,0.16666666666666666
PPWD1,Non hit,0.008333333333333333
PRDX6,Non hit,0.10555555555555554
PRR30,Non hit,0.5509920634920635
PRY2,Non hit,0.19722222222222222
PSEN1,Non hit,0.3001984126984127
PSMA1,Non hit,0.0
PSMA2,Non hit,0.08125
PSMA5,Non hit,0.03518518518518519
PSMB1,Non hit,0.06944444444444443
PSMB10,Non hit,0.17222222222222222
PSMB5,Non hit,0.15601851851851853
PSMB8,Non hit,0.011904761904761904
PSMC1,Non hit,0.05486111111111111
PSMD10,Non hit,0.41018518518518515
PSMD5,Non hit,0.7097222222222223
PSMD9,Non hit,0.08611111111111111
PSME4,Non hit,0.12103174603174602
PSMF1,Non hit,0.09930555555555556
RAB11B,Non hit,0.5166666666666666
RAB27A,Non hit,0.04097222222222222
RAB3GAP1,Non hit,0.1388888888888889
RAB3IP,Non hit,0.0619047619047619
RAB4A,Non hit,0.2329695767195767
RABL3,Non hit,0.6157407407407407
RBM17,Non hit,0.4027777777777777
RBP1,Non hit,0.625
REEP5,Non hit,0.04047619047619047
REXO4,Non hit,0.0375
RFPL3,Non hit,0.7381944444444444
RFTN1,Non hit,0.44742063492063483
RPL22,Non hit,0.5708333333333333
RPL22L1,Non hit,0.23492063492063492
RPL26L1,Non hit,0.0
RPL36A,Non hit,0.2847222222222222
RPS10-NUDT3,Non hit,0.13541666666666666
RPS27L,Non hit,0.06283068783068782
RPS6KA1,Non hit,0.6225198412698413
RPS6KA3,Non hit,0.3333333333333333
RPS6KB2,Non hit,0.09027777777777776
RUFY2,Non hit,0.013888888888888888
SASS6,Non hit,0.2337962962962963
SCARB2,Non hit,0.013888888888888888
SCGB1D1,Non hit,0.10416666666666666
SCLY,Non hit,0.11283068783068782
SCO1,Non hit,0.1833333333333333
SEC11C,Non hit,0.11342592592592593
SELENOV,Non hit,0.0
SIRPD,Non hit,0.17407407407407408
SLC15A4,Non hit,0.10449735449735449
SLC25A27,Non hit,0.03009259259259259
SLC25A6,Non hit,0.19047619047619047
SLC27A2,Non hit,0.13055555555555556
SLC35A1,Non hit,0.5492063492063491
SLC9A6,Non hit,0.14768518518518517
SLC9B2,Non hit,0.02857142857142857
SMG9,Non hit,0.19444444444444442
SMR3A,Non hit,0.1001984126984127
SNAP47,Non hit,0.09999999999999999
SNTN,Non hit,0.009259259259259259
SP3,Non hit,0.23194444444444445
SPAST,Non hit,0.1369047619047619
SPATA48,Non hit,0.06884920634920635
SPIDR,Non hit,0.44999999999999996
SPO11,Non hit,0.07083333333333333
SPRR2G,Non hit,0.06249999999999999
SREBF1,Non hit,0.3055555555555555
SSR1,Non hit,0.27232142857142855
SSR4,Non hit,0.6805555555555556
ST3GAL4,Non hit,0.06825396825396826
STAM,Non hit,0.048611111111111105
STX10,Non hit,0.13194444444444445
STX6,Non hit,0.03898809523809524
STX7,Non hit,0.0744047619047619
SUPT7L,Non hit,0.21666666666666665
SYNCRIP,Non hit,0.17222222222222222
SYTL4,Non hit,0.1193121693121693
TBC1D23,Non hit,0.08796296296296297
TBL1Y,Non hit,0.0
TCIRG1,Non hit,0.011904761904761904
TECPR1,Non hit,0.20436507936507936
TERF2IP,Non hit,0.2319444444444444
TFAP2D,Non hit,0.059027777777777776
TMEM106B,Non hit,0.0
TMEM126B,Non hit,0.013888888888888888
TOMM5,Non hit,0.12242063492063493
TOMM6,Non hit,0.019675925925925923
TOMM7,Non hit,0.1486111111111111
TUBA1A,Non hit,0.09166666666666666
TUBG2,Non hit,0.20519179894179895
UBC,Non hit,0.1597222222222222
UBE2T,Non hit,0.21296296296296297
UBQLN2,Non hit,0.19560185185185186
UPF3A,Non hit,0.3451388888888889
UPF3B,Non hit,0.2179232804232804
UQCRQ,Non hit,0.3988095238095238
USB1,Non hit,0.27777777777777773
USP1,Non hit,0.49930555555555556
USP33,Non hit,0.42222222222222217
VDAC2,Non hit,0.3819444444444444
VPS41,Non hit,0.273015873015873
VPS4B,Non hit,0.027083333333333334
VTI1A,Non hit,0.0
WARS2,Non hit,0.14791666666666667
WDFY3,Non hit,0.036904761904761905
WDR45,Non hit,0.4528769841269841
WFDC8,Non hit,0.16435185185185186
XPC,Non hit,0.3222222222222222
YWHAH,Non hit,0.37083333333333335
ZNF131,Non hit,0.125
AARS2,All gene,0.34629629629629627
AARSD1,All gene,0.034722222222222224
ABCF1,All gene,0.5006944444444444
ABLIM1,All gene,0.22023809523809523
ACTR2,All gene,1.0
ACTR3,All gene,1.0
ADAR,All gene,0.18376322751322755
AIMP1,All gene,0.10763888888888888
AIMP2,All gene,0.06746031746031746
ALG13,All gene,0.75
ALG5,All gene,0.6402777777777777
ALG6,All gene,0.22569444444444445
ALG8,All gene,0.6081018518518518
ALKBH7,All gene,0.19490740740740736
ANAPC10,All gene,0.2604166666666667
ANKRD13A,All gene,0.02222222222222222
ANXA2,All gene,0.9791666666666666
AP3S1,All gene,0.098015873015873
APEX1,All gene,0.05555555555555555
ARF4,All gene,1.0
ARFGAP3,All gene,0.04880952380952381
ARNTL,All gene,0.18101851851851852
ARPC1A,All gene,0.8259920634920634
ARPC1B,All gene,0.21296296296296294
ARPC2,All gene,1.0
ARPC3,All gene,1.0
ARPC4,All gene,1.0
ARPC5,All gene,0.2833333333333333
ARPC5L,All gene,0.18888888888888888
ATF3,All gene,0.17592592592592593
ATF4,All gene,0.4444444444444444
ATG14,All gene,0.5361111111111111
ATIC,All gene,0.5
ATL2,All gene,0.5859126984126983
ATP6V0A1,All gene,0.13055555555555554
ATP6V0B,All gene,1.0
ATP6V0C,All gene,1.0
ATP6V0D1,All gene,0.5357142857142857
ATP6V0E1,All gene,0.20833333333333334
ATP6V0E2,All gene,0.03333333333333333
ATP6V1H,All gene,1.0
ATRIP,All gene,0.7597222222222222
ATXN3,All gene,0.02857142857142857
AURKB,All gene,0.11388888888888887
BAK1,All gene,0.02232142857142857
BANP,All gene,0.03968253968253968
BARD1,All gene,0.33333333333333326
BCL2L1,All gene,0.7236111111111111
BEX3,All gene,0.2773809523809524
BOD1,All gene,0.3361111111111111
BOD1L1,All gene,0.34960317460317464
BRAP,All gene,0.45238095238095233
CALM1,All gene,0.2001984126984127
CANX,All gene,0.15763888888888888
CASC3,All gene,0.24166666666666667
CAT,All gene,0.05555555555555555
CBX3,All gene,0.233994708994709
CCNI,All gene,0.17916666666666667
CCT4,All gene,0.10347222222222223
CD5L,All gene,0.023148148148148147
CD93,All gene,0.196031746031746
CDC23,All gene,0.044444444444444446
CDC6,All gene,0.016666666666666666
CDC73,All gene,0.8829365079365079
CDCA2,All gene,0.5319444444444444
CDK13,All gene,1.0
CDK2AP2,All gene,0.008333333333333333
CDK4,All gene,0.08194444444444444
CDX4,All gene,0.15019841269841272
CEACAM4,All gene,0.008333333333333333
CEBPG,All gene,0.025925925925925925
CELA3A,All gene,0.2224206349206349
CENPK,All gene,0.0375
CHM,All gene,0.13078703703703703
CHMP4B,All gene,0.1079695767195767
CHMP6,All gene,0.5051587301587301
CHP1,All gene,0.29325396825396827
CIAO1,All gene,0.8708333333333333
CIT,All gene,1.0
CLCN3,All gene,0.03009259259259259
CLDN17,All gene,0.371031746031746
CLGN,All gene,0.008333333333333333
CNOT6,All gene,0.10416666666666667
CNOT7,All gene,0.19444444444444442
COA3,All gene,0.125
COA5,All gene,0.27232142857142855
COG3,All gene,0.4666666666666667
COG4,All gene,0.9791666666666666
COMMD1,All gene,0.03042328042328042
COPA,All gene,0.3055555555555555
COPG2,All gene,0.075
COPZ1,All gene,0.10925925925925925
COQ10A,All gene,0.016666666666666666
COQ10B,All gene,0.0
COQ5,All gene,0.2582010582010582
COX14,All gene,0.6733796296296296
COX17,All gene,0.5962962962962962
COX18,All gene,0.22208994708994706
COX4I1,All gene,0.16666666666666666
COX7B,All gene,0.048611111111111105
COX7C,All gene,0.24166666666666664
COX8A,All gene,0.17523148148148146
CPSF1,All gene,1.0
CPSF3,All gene,0.7118055555555556
CPSF6,All gene,0.6666666666666666
CPT1B,All gene,0.0798611111111111
CRKL,All gene,1.0
CRY1,All gene,0.029166666666666667
CSE1L,All gene,0.5
CXCL9,All gene,0.47777777777777775
CYB561A3,All gene,0.44999999999999996
CYB5A,All gene,0.1597222222222222
CYCS,All gene,0.5
DARS2,All gene,0.25462962962962965
DCAF15,All gene,0.2944444444444444
