gene,group,mAP
EIF5,Whole cell hit,0.7847222222222221
ENO1,Whole cell hit,1.0
EPC1,Whole cell hit,0.8291666666666666
ERCC2,Whole cell hit,0.5
ESRP2,Whole cell hit,0.5944444444444446
ETFA,Whole cell hit,0.29444444444444445
EXOC3,Whole cell hit,0.9246031746031745
FAM193A,Whole cell hit,0.6458333333333333
FANCI,Whole cell hit,0.8409722222222221
FGFR1,Whole cell hit,0.7946428571428571
FIP1L1,Whole cell hit,0.6333333333333333
GABARAPL1,Whole cell hit,0.16666666666666666
GCN1,Whole cell hit,0.7101851851851851
GDI2,Whole cell hit,0.7083333333333333
GINS1,Whole cell hit,1.0
GLE1,Whole cell hit,0.7479166666666667
GOLGA2,Whole cell hit,0.5715277777777777
GSPT1,Whole cell hit,0.46527777777777773
GSR,Whole cell hit,0.4722222222222222
HAUS3,Whole cell hit,0.32152777777777775
HDAC3,Whole cell hit,1.0
HSP90B1,Whole cell hit,1.0
HYOU1,Whole cell hit,0.9791666666666666
IARS2,Whole cell hit,0.5
INO80,Whole cell hit,1.0
INTS14,Whole cell hit,0.5
INTS7,Whole cell hit,0.6416666666666667
ITGAV,Whole cell hit,0.8333333333333333
ITGB1,Whole cell hit,0.9583333333333334
ITGB5,Whole cell hit,1.0
ITPK1,Whole cell hit,0.5694444444444444
JOSD1,Whole cell hit,0.6194444444444444
JTB,Whole cell hit,0.3559523809523809
KATNA1,Whole cell hit,1.0
KCTD10,Whole cell hit,0.4637896825396825
KDM1A,Whole cell hit,1.0
KDM5A,Whole cell hit,0.8690476190476191
KIF5B,Whole cell hit,1.0
KPNA6,Whole cell hit,1.0
LAMP1,Whole cell hit,1.0
LAMTOR3,Whole cell hit,1.0
LTA4H,Whole cell hit,0.2074074074074074
MAD1L1,Whole cell hit,0.5520833333333333
MAP1LC3B,Whole cell hit,0.37083333333333335
MAPK3,Whole cell hit,0.4574074074074074
MCM3,Whole cell hit,0.26388888888888884
MCM3AP,Whole cell hit,0.3240079365079365
MCM5,Whole cell hit,1.0
MED1,Whole cell hit,0.19404761904761902
MED12,Whole cell hit,1.0
MED17,Whole cell hit,0.5416666666666666
MED8,Whole cell hit,0.37962962962962965
MED9,Whole cell hit,0.4722222222222222
MFN2,Whole cell hit,0.7571428571428571
MNT,Whole cell hit,0.36666666666666664
MORF4L2,Whole cell hit,0.9097222222222221
MRPL13,Whole cell hit,1.0
MRPL18,Whole cell hit,0.41666666666666663
MRPL27,Whole cell hit,0.4888888888888889
MRPL28,Whole cell hit,0.5174603174603174
MRPL33,Whole cell hit,0.5
MRPL49,Whole cell hit,0.3420965608465608
MRPL57,Whole cell hit,0.5916666666666667
MRPS18C,Whole cell hit,0.9791666666666666
MRPS26,Whole cell hit,0.3333333333333333
MRPS31,Whole cell hit,0.41666666666666663
MTOR,Whole cell hit,1.0
MVB12A,Whole cell hit,0.4666666666666667
MYC,Whole cell hit,1.0
MYO1B,Whole cell hit,0.661111111111111
MYO1E,Whole cell hit,0.4270833333333333
NBR1,Whole cell hit,0.4329365079365079
NCOR1,Whole cell hit,0.9791666666666666
NDEL1,Whole cell hit,0.2982142857142857
NDUFA10,Whole cell hit,0.30925925925925923
NDUFA11,Whole cell hit,0.6190476190476191
NDUFA2,Whole cell hit,0.48528439153439146
NEDD8,Whole cell hit,0.7232142857142857
NMD3,Whole cell hit,0.9305555555555556
NPEPPS,Whole cell hit,1.0
NPRL3,Whole cell hit,1.0
NSMCE4A,Whole cell hit,0.6193121693121694
NUDT12,Whole cell hit,0.775
NUP188,Whole cell hit,0.2861111111111111
OSTC,Whole cell hit,0.9166666666666666
PABPN1,Whole cell hit,0.43888888888888894
PAFAH1B1,Whole cell hit,0.7583333333333333
PAK2,Whole cell hit,1.0
PDCD6IP,Whole cell hit,1.0
PER1,Whole cell hit,0.5625
PEX19,Whole cell hit,0.23214285714285715
PHB2,Whole cell hit,0.5110119047619047
PINK1,Whole cell hit,0.5583333333333332
PLRG1,Whole cell hit,0.38055555555555554
PML,Whole cell hit,0.861111111111111
POGZ,Whole cell hit,0.9583333333333334
POLD2,Whole cell hit,1.0
PPP1CA,Whole cell hit,0.6574074074074074
PPP2R2A,Whole cell hit,1.0
PPP2R3C,Whole cell hit,0.6842592592592592
PRIM2,Whole cell hit,1.0
PRMT5,Whole cell hit,0.9479166666666666
PRPF38A,Whole cell hit,0.20922619047619045
PSMA3,Whole cell hit,0.3333333333333333
PSMB5,Whole cell hit,0.26944444444444443
PSMC6,Whole cell hit,0.25
PSMD10,Whole cell hit,0.8666666666666667
PSMD13,Whole cell hit,0.7502976190476189
PSMD5,Whole cell hit,1.0
PSMD9,Whole cell hit,0.6806216931216931
PSMF1,Whole cell hit,0.6347222222222222
RAB10,Whole cell hit,1.0
RAB11FIP3,Whole cell hit,0.29047619047619044
RAC1,Whole cell hit,1.0
RBM17,Whole cell hit,0.4236111111111111
RBP1,Whole cell hit,0.5218253968253969
RBPMS,Whole cell hit,0.5152777777777778
RCC1,Whole cell hit,0.35462962962962963
REEP5,Whole cell hit,0.5249999999999999
RELA,Whole cell hit,1.0
RFC3,Whole cell hit,1.0
RFC5,Whole cell hit,1.0
RHEB,Whole cell hit,0.59375
RHOB,Whole cell hit,0.35416666666666663
RNPS1,Whole cell hit,0.625
RPL18,Whole cell hit,0.4583333333333333
RPL19,Whole cell hit,0.4896825396825396
RPL29,Whole cell hit,0.6979166666666666
RPL32,Whole cell hit,0.8204365079365078
RPL35A,Whole cell hit,0.2604166666666667
RPL36,Whole cell hit,0.6259920634920635
RPL37,Whole cell hit,0.41666666666666663
RPL39,Whole cell hit,0.5
RPL39L,Whole cell hit,0.34375
RPL4,Whole cell hit,0.38703703703703696
RPL5,Whole cell hit,0.23750000000000002
RPN1,Whole cell hit,0.5509259259259259
RPS12,Whole cell hit,0.3819444444444444
RPS16,Whole cell hit,0.7279761904761904
RPS24,Whole cell hit,0.9791666666666666
RPS4X,Whole cell hit,0.4097222222222222
RPS6,Whole cell hit,0.513888888888889
RPS8,Whole cell hit,0.16547619047619047
RRAGC,Whole cell hit,1.0
RSU1,Whole cell hit,1.0
SAP130,Whole cell hit,0.9523809523809523
SCNM1,Whole cell hit,0.5857142857142856
SCO1,Whole cell hit,0.45069444444444445
SDHB,Whole cell hit,1.0
SDHD,Whole cell hit,0.8791666666666667
SEC11A,Whole cell hit,1.0
SEPHS2,Whole cell hit,0.7648809523809523
SETDB1,Whole cell hit,1.0
SF3B3,Whole cell hit,0.25575396825396823
SF3B4,Whole cell hit,0.5148809523809523
SFPQ,Whole cell hit,0.32291666666666663
SH3BP4,Whole cell hit,1.0
SHOC2,Whole cell hit,1.0
SLC25A6,Whole cell hit,0.6988095238095238
SLC27A2,Whole cell hit,0.4814814814814814
SLC35A1,Whole cell hit,0.7804232804232805
SLC46A1,Whole cell hit,0.5497685185185185
SMG7,Whole cell hit,1.0
SNRPB,Whole cell hit,0.2305555555555555
SP3,Whole cell hit,0.7305555555555555
SPCS1,Whole cell hit,0.6041666666666666
SRPRB,Whole cell hit,0.7592592592592593
SRSF1,Whole cell hit,0.4444444444444444
SSR2,Whole cell hit,0.8125
SSR3,Whole cell hit,1.0
SSR4,Whole cell hit,0.9333333333333333
ST3GAL1,Whole cell hit,0.8763888888888889
STAG1,Whole cell hit,1.0
STRIP1,Whole cell hit,1.0
STT3A,Whole cell hit,0.6759259259259259
STT3B,Whole cell hit,0.7805555555555556
SUGP1,Whole cell hit,0.5
SUPT7L,Whole cell hit,0.41666666666666663
SUV39H1,Whole cell hit,0.5
SYMPK,Whole cell hit,0.3277777777777778
SYNCRIP,Whole cell hit,0.33214285714285713
TAF5L,Whole cell hit,1.0
TARDBP,Whole cell hit,1.0
TBC1D23,Whole cell hit,0.3416666666666666
TCERG1,Whole cell hit,1.0
THAP11,Whole cell hit,1.0
TIMELESS,Whole cell hit,1.0
TMED10,Whole cell hit,1.0
TMED2,Whole cell hit,1.0
TMEM165,Whole cell hit,0.9666666666666667
TMEM201,Whole cell hit,0.4891865079365079
TOE1,Whole cell hit,0.6
TOMM20,Whole cell hit,0.4212962962962963
TOMM22,Whole cell hit,1.0
TOMM40,Whole cell hit,1.0
TPT1,Whole cell hit,0.3909722222222222
TRAM1,Whole cell hit,0.6263888888888889
TRAPPC1,Whole cell hit,1.0
TRAPPC3,Whole cell hit,0.5357142857142857
TRAPPC4,Whole cell hit,1.0
TSC1,Whole cell hit,1.0
TSR1,Whole cell hit,0.29441137566137565
TSR2,Whole cell hit,0.6805555555555555
TUBB4B,Whole cell hit,0.7347222222222222
TXNRD1,Whole cell hit,0.65
UBA6,Whole cell hit,0.875
UBAP1,Whole cell hit,0.6729166666666666
UBE2D3,Whole cell hit,1.0
UCP2,Whole cell hit,0.7916666666666666
UFM1,Whole cell hit,0.8888888888888888
UPF3A,Whole cell hit,0.6868055555555556
UPF3B,Whole cell hit,0.4481481481481482
UQCR10,Whole cell hit,0.4097222222222222
UQCRB,Whole cell hit,1.0
UQCRHL,Whole cell hit,0.45416666666666666
UQCRQ,Whole cell hit,0.5375
USP5,Whole cell hit,0.7154761904761905
VPS36,Whole cell hit,0.26150793650793647
VPS41,Whole cell hit,0.7199074074074074
VTA1,Whole cell hit,0.9097222222222221
WDR45,Whole cell hit,0.47083333333333327
WDR83,Whole cell hit,1.0
WRAP53,Whole cell hit,0.8006944444444444
XPO5,Whole cell hit,0.9097222222222222
ZC3H8,Whole cell hit,0.3759920634920635
ZNHIT6,Whole cell hit,0.6499999999999999
ADAR,Compartment hit,0.19163359788359785
ANAPC10,Compartment hit,0.20185185185185184
ARPC5,Compartment hit,0.4930555555555555
ATP6V0A1,Compartment hit,0.18518518518518517
ATP6V0E1,Compartment hit,0.1919642857142857
BAK1,Compartment hit,0.40575396825396826
BARD1,Compartment hit,0.5079365079365079
CAT,Compartment hit,0.25833333333333336
COPZ1,Compartment hit,0.1869047619047619
CRY1,Compartment hit,0.21064814814814814
DARS2,Compartment hit,0.17361111111111108
DHX8,Compartment hit,0.10046296296296298
DNA2,Compartment hit,0.18888888888888888
DOCK2,Compartment hit,0.5904761904761905
ECSIT,Compartment hit,0.18333333333333332
EIF3E,Compartment hit,0.03819444444444444
HAUS8,Compartment hit,0.12347883597883598
HDAC2,Compartment hit,0.33399470899470896
ISL1,Compartment hit,0.27777777777777773
ITFG2,Compartment hit,0.39444444444444443
MCOLN1,Compartment hit,0.3300925925925926
MRNIP,Compartment hit,0.2841269841269841
MRPL24,Compartment hit,0.12708333333333333
MRPL36,Compartment hit,0.10565476190476189
MRPL37,Compartment hit,0.20023148148148145
MRPS15,Compartment hit,0.19166666666666665
NCSTN,Compartment hit,0.1875
NDUFA4,Compartment hit,0.3549603174603174
NDUFAF7,Compartment hit,0.5824074074074074
NDUFB3,Compartment hit,0.34375
NDUFB7,Compartment hit,0.2222222222222222
NDUFC2,Compartment hit,0.1712962962962963
NDUFS2,Compartment hit,0.5138888888888888
NDUFS3,Compartment hit,0.4363095238095238
NUP93,Compartment hit,0.29745370370370366
OST4,Compartment hit,0.5
PACS2,Compartment hit,0.28888888888888886
PEF1,Compartment hit,0.8541666666666666
PEX13,Compartment hit,0.43191137566137566
PEX16,Compartment hit,0.4236111111111111
PPP1CC,Compartment hit,0.4444444444444444
PPP1R10,Compartment hit,0.4484126984126984
PPWD1,Compartment hit,0.10423280423280423
PSMB1,Compartment hit,0.021164021164021163
PSMB10,Compartment hit,0.4375
PSMB8,Compartment hit,0.21190476190476187
PSME4,Compartment hit,0.33263888888888893
RAB11B,Compartment hit,0.5
RAB2B,Compartment hit,0.09973544973544975
RAB3GAP1,Compartment hit,0.5451388888888888
RPL35,Compartment hit,0.19722222222222222
RPL36A,Compartment hit,0.23333333333333328
RPS6KA1,Compartment hit,0.4611111111111111
RPS6KB2,Compartment hit,0.22777777777777775
SART1,Compartment hit,0.4166666666666667
SEH1L,Compartment hit,0.5
SMARCAD1,Compartment hit,0.425
SMG9,Compartment hit,0.5208333333333333
SREBF1,Compartment hit,0.2626984126984127
SSR1,Compartment hit,0.27546296296296297
ST3GAL4,Compartment hit,0.2847222222222222
TMEM106B,Compartment hit,0.41666666666666663
UBC,Compartment hit,0.3222222222222222
UBQLN2,Compartment hit,0.25555555555555554
USP1,Compartment hit,0.8194444444444444
ZC3HC1,Compartment hit,0.20833333333333331
ZNF131,Compartment hit,0.28703703703703703
AARS2,Non hit,0.4801587301587302
AARSD1,Non hit,0.0
ABLIM1,Non hit,0.14186507936507936
AIMP1,Non hit,0.12268518518518519
AIMP2,Non hit,0.041666666666666664
ALKBH7,Non hit,0.32222222222222224
ANKRD13A,Non hit,0.010416666666666666
APEX1,Non hit,0.03273809523809523
ARFGAP3,Non hit,0.29166666666666663
ARPC1A,Non hit,0.3185185185185186
ARPC1B,Non hit,0.2287037037037037
ARPC5L,Non hit,0.40515873015873016
ATF3,Non hit,0.09375
ATP6V0E2,Non hit,0.2326388888888889
ATRIP,Non hit,0.40228174603174605
ATXN3,Non hit,0.2791666666666667
AURKB,Non hit,0.04801587301587301
BANP,Non hit,0.10925925925925925
BCL2L1,Non hit,0.3333333333333333
BEX3,Non hit,0.23935185185185184
BOD1,Non hit,0.058333333333333334
BOD1L1,Non hit,0.5515873015873015
CALM1,Non hit,0.15185185185185185
CBX3,Non hit,0.3363095238095238
CCNI,Non hit,0.16666666666666666
CCT4,Non hit,0.1222222222222222
CD5L,Non hit,0.10416666666666666
CD93,Non hit,0.2840277777777778
CDC23,Non hit,0.09259259259259259
CDC6,Non hit,0.10416666666666666
CDK2AP2,Non hit,0.0
CDK4,Non hit,0.1287037037037037
CDX4,Non hit,0.29708994708994707
CEACAM4,Non hit,0.18194444444444444
CEBPG,Non hit,0.22222222222222218
CELA3A,Non hit,0.2861111111111111
CHM,Non hit,0.22519841269841268
CHMP4B,Non hit,0.09722222222222221
CLCN3,Non hit,0.04097222222222222
CLDN17,Non hit,0.5160714285714286
CLGN,Non hit,0.061309523809523814
CNOT6,Non hit,0.2222222222222222
CNOT7,Non hit,0.041666666666666664
COA3,Non hit,0.013888888888888888
COA5,Non hit,0.2009259259259259
COMMD1,Non hit,0.14384920634920634
COPG2,Non hit,0.08333333333333333
COQ10A,Non hit,0.009259259259259259
COQ10B,Non hit,0.008333333333333333
COX18,Non hit,0.2569444444444444
CPT1B,Non hit,0.21296296296296297
CXCL9,Non hit,0.6861111111111111
CYB561A3,Non hit,0.29166666666666663
CYB5A,Non hit,0.19583333333333333
DDA1,Non hit,0.20370370370370372
DEFB119,Non hit,0.2988095238095238
DEFB127,Non hit,0.125
DEFB128,Non hit,0.05009920634920635
DEFB131A,Non hit,0.023148148148148147
DENND4B,Non hit,0.5569444444444445
DLG1,Non hit,0.28888888888888886
DONSON,Non hit,0.15343915343915343
DPM3,Non hit,0.0962962962962963
ECI1,Non hit,0.18055555555555555
EIF2D,Non hit,0.4435185185185185
EIF4EBP2,Non hit,0.013888888888888888
EML3,Non hit,0.07797619047619048
ESX1,Non hit,0.12638888888888888
ESYT1,Non hit,0.16666666666666666
ETFB,Non hit,0.08908730158730159
EXOSC3,Non hit,0.06944444444444445
EYA4,Non hit,0.10185185185185186
FAM71A,Non hit,0.019675925925925923
FNBP1L,Non hit,0.023148148148148147
FOLR1,Non hit,0.027777777777777776
GAPVD1,Non hit,0.3333333333333333
GOLGA1,Non hit,0.049999999999999996
GORASP1,Non hit,0.02232142857142857
GPR119,Non hit,0.23214285714285715
HAUS1,Non hit,0.06944444444444445
HAUS4,Non hit,0.18908730158730158
HDGFL2,Non hit,0.2152777777777778
HIBCH,Non hit,0.1611111111111111
HIF1A,Non hit,0.12708333333333333
HLA-B,Non hit,0.008333333333333333
HMCES,Non hit,0.16203703703703703
HSFY1,Non hit,0.125
ID2,Non hit,0.1972222222222222
IFNA16,Non hit,0.4822420634920635
IFT22,Non hit,0.29007936507936505
IGF2BP1,Non hit,0.03273809523809523
IMPACT,Non hit,0.09722222222222221
KIF20B,Non hit,0.10555555555555554
KPNA1,Non hit,0.10416666666666667
KRTAP22-1,Non hit,0.30992063492063493
LAMTOR1,Non hit,0.2552910052910053
LCE2B,Non hit,0.36666666666666664
LHX9,Non hit,0.08065476190476191
M6PR,Non hit,0.44999999999999996
MAGOH,Non hit,0.3571428571428571
MAGOHB,Non hit,0.09375
MAP1S,Non hit,0.05555555555555555
MBL2,Non hit,0.17106481481481484
MCM10,Non hit,0.10694444444444445
MDC1,Non hit,0.1488095238095238
MFSD3,Non hit,0.24930555555555556
MLH1,Non hit,0.18690476190476193
MMP27,Non hit,0.023809523809523808
MRPL1,Non hit,0.15773809523809523
MRPL2,Non hit,0.16666666666666666
MRPL55,Non hit,0.22499999999999998
MRPS5,Non hit,0.2777777777777778
MRPS9,Non hit,0.2875
MSH6,Non hit,0.19986772486772486
MSTO1,Non hit,0.24166666666666664
MTIF2,Non hit,0.13293650793650794
NAMPT,Non hit,0.7419642857142857
NDUFA12,Non hit,0.024305555555555552
NDUFA7,Non hit,0.3638888888888889
NDUFAF6,Non hit,0.15079365079365079
NFKBIA,Non hit,0.41666666666666663
NHEJ1,Non hit,0.12708333333333333
NHLH2,Non hit,0.35
NPRL2,Non hit,0.6984126984126984
NPVF,Non hit,0.2111111111111111
OAZ1,Non hit,0.38095238095238093
OIP5,Non hit,0.10300925925925926
OPRPN,Non hit,0.38194444444444436
OR10H3,Non hit,0.0375
OR2G3,Non hit,0.4027777777777777
OR4C5,Non hit,0.09259259259259259
OR7D4,Non hit,0.04861111111111111
PAIP1,Non hit,0.08564814814814814
PAPSS1,Non hit,0.06944444444444445
PAPSS2,Non hit,0.013888888888888888
PFDN5,Non hit,0.20416666666666666
PHAX,Non hit,0.06481481481481481
PIP4K2A,Non hit,0.23425925925925925
PMAIP1,Non hit,0.07870370370370369
PPA2,Non hit,0.05694444444444444
PPIF,Non hit,0.08148148148148147
PRDX6,Non hit,0.009259259259259259
PRR30,Non hit,0.1876984126984127
PRY2,Non hit,0.21249999999999997
PSEN1,Non hit,0.11825396825396825
PSMA1,Non hit,0.05277777777777778
PSMA2,Non hit,0.009259259259259259
PSMA4,Non hit,0.023148148148148147
PSMA5,Non hit,0.06666666666666667
PSMC1,Non hit,0.023809523809523808
PSMD7,Non hit,0.11904761904761905
RAB27A,Non hit,0.11547619047619048
RAB3IP,Non hit,0.14867724867724866
RAB4A,Non hit,0.2460648148148148
RABL3,Non hit,0.11746031746031747
REXO4,Non hit,0.125
RFPL3,Non hit,0.5248015873015872
RFTN1,Non hit,0.3993055555555555
RIF1,Non hit,0.3331018518518518
RPL22,Non hit,0.25416666666666665
RPL22L1,Non hit,0.18518518518518517
RPL26L1,Non hit,0.025793650793650792
RPS10-NUDT3,Non hit,0.05555555555555555
RPS20,Non hit,0.2708333333333333
RPS27L,Non hit,0.36111111111111105
RPS3,Non hit,0.17023809523809524
RPS6KA3,Non hit,0.5979166666666667
RUFY2,Non hit,0.020833333333333332
SASS6,Non hit,0.016666666666666666
SCARB2,Non hit,0.14761904761904762
SCGB1D1,Non hit,0.3146825396825397
SCLY,Non hit,0.125
SEC11C,Non hit,0.027083333333333334
SELENOV,Non hit,0.12301587301587301
SF3B1,Non hit,0.04444444444444444
SIRPD,Non hit,0.22916666666666666
SLC15A4,Non hit,0.04894179894179894
SLC25A27,Non hit,0.06746031746031746
SLC9A6,Non hit,0.05357142857142857
SLC9B2,Non hit,0.3125
SMR3A,Non hit,0.20992063492063492
SNAP47,Non hit,0.01875
SNRNP27,Non hit,0.19305555555555554
SNRNP48,Non hit,0.11871693121693122
SNTN,Non hit,0.0
SPAST,Non hit,0.4208333333333333
SPATA48,Non hit,0.010416666666666666
SPIDR,Non hit,0.5
SPO11,Non hit,0.025
SPRR2G,Non hit,0.04444444444444444
SRD5A1,Non hit,0.3138888888888889
STAM,Non hit,0.025793650793650792
STX10,Non hit,0.17592592592592593
STX5,Non hit,0.39722222222222225
STX6,Non hit,0.16666666666666666
STX7,Non hit,0.17013888888888887
SYTL4,Non hit,0.03125
TBL1Y,Non hit,0.03968253968253968
TCIRG1,Non hit,0.19603174603174606
TECPR1,Non hit,0.21792328042328044
TERF2IP,Non hit,0.15856481481481477
TFAP2D,Non hit,0.027777777777777776
TMEM126B,Non hit,0.0
TOMM5,Non hit,0.09305555555555556
TOMM6,Non hit,0.08283730158730158
TOMM7,Non hit,0.27033730158730157
TSFM,Non hit,0.1925925925925926
TUBA1A,Non hit,0.08333333333333331
TUBG2,Non hit,0.14325396825396824
UBE2T,Non hit,0.19246031746031744
USB1,Non hit,0.16666666666666666
USP33,Non hit,0.03968253968253968
VDAC2,Non hit,0.09523809523809523
VPS4B,Non hit,0.18353174603174605
VTI1A,Non hit,0.0
WARS2,Non hit,0.20555555555555555
WDFY3,Non hit,0.40277777777777773
WFDC8,Non hit,0.0626984126984127
XPC,Non hit,0.1875
YWHAH,Non hit,0.40833333333333327
AARS2,All gene,0.4801587301587302
AARSD1,All gene,0.0
ABCF1,All gene,0.5843253968253969
ABLIM1,All gene,0.14186507936507936
ACTR2,All gene,0.90625
ACTR3,All gene,0.9375
ADAR,All gene,0.19163359788359785
AIMP1,All gene,0.12268518518518519
AIMP2,All gene,0.041666666666666664
ALG13,All gene,0.6319444444444444
ALG5,All gene,0.9791666666666666
ALG6,All gene,1.0
ALG8,All gene,0.5952380952380952
ALKBH7,All gene,0.32222222222222224
ANAPC10,All gene,0.20185185185185184
ANKRD13A,All gene,0.010416666666666666
ANXA2,All gene,0.7101851851851853
AP3S1,All gene,0.502281746031746
APEX1,All gene,0.03273809523809523
ARF4,All gene,1.0
ARFGAP3,All gene,0.29166666666666663
ARNTL,All gene,0.5984126984126984
ARPC1A,All gene,0.3185185185185186
ARPC1B,All gene,0.2287037037037037
ARPC2,All gene,0.8527777777777777
ARPC3,All gene,0.9666666666666667
ARPC4,All gene,1.0
ARPC5,All gene,0.4930555555555555
ARPC5L,All gene,0.40515873015873016
ATF3,All gene,0.09375
ATF4,All gene,0.8773809523809524
ATG14,All gene,0.7822420634920634
ATIC,All gene,0.75
ATL2,All gene,1.0
ATP6V0A1,All gene,0.18518518518518517
ATP6V0B,All gene,1.0
ATP6V0C,All gene,1.0
ATP6V0D1,All gene,0.8055555555555555
ATP6V0E1,All gene,0.1919642857142857
ATP6V0E2,All gene,0.2326388888888889
ATP6V1H,All gene,1.0
ATRIP,All gene,0.40228174603174605
ATXN3,All gene,0.2791666666666667
AURKB,All gene,0.04801587301587301
BAK1,All gene,0.40575396825396826
BANP,All gene,0.10925925925925925
BARD1,All gene,0.5079365079365079
BCL2L1,All gene,0.3333333333333333
BEX3,All gene,0.23935185185185184
BOD1,All gene,0.058333333333333334
BOD1L1,All gene,0.5515873015873015
BRAP,All gene,0.5104166666666666
CALM1,All gene,0.15185185185185185
CANX,All gene,0.5714285714285714
CASC3,All gene,0.5361111111111111
CAT,All gene,0.25833333333333336
CBX3,All gene,0.3363095238095238
CCNI,All gene,0.16666666666666666
CCT4,All gene,0.1222222222222222
CD5L,All gene,0.10416666666666666
CD93,All gene,0.2840277777777778
CDC23,All gene,0.09259259259259259
CDC6,All gene,0.10416666666666666
CDC73,All gene,0.40277777777777773
CDCA2,All gene,0.6124999999999999
CDK13,All gene,0.9791666666666666
CDK2AP2,All gene,0.0
CDK4,All gene,0.1287037037037037
CDX4,All gene,0.29708994708994707
CEACAM4,All gene,0.18194444444444444
CEBPG,All gene,0.22222222222222218
CELA3A,All gene,0.2861111111111111
CENPK,All gene,0.24047619047619045
CHM,All gene,0.22519841269841268
CHMP4B,All gene,0.09722222222222221
CHMP6,All gene,0.6982142857142857
CHP1,All gene,0.5940476190476189
CIAO1,All gene,1.0
CIT,All gene,0.6666666666666666
CLCN3,All gene,0.04097222222222222
CLDN17,All gene,0.5160714285714286
CLGN,All gene,0.061309523809523814
CNOT6,All gene,0.2222222222222222
CNOT7,All gene,0.041666666666666664
COA3,All gene,0.013888888888888888
COA5,All gene,0.2009259259259259
COG3,All gene,0.41574074074074074
COG4,All gene,1.0
COMMD1,All gene,0.14384920634920634
COPA,All gene,0.28214285714285714
COPG2,All gene,0.08333333333333333
COPZ1,All gene,0.1869047619047619
COQ10A,All gene,0.009259259259259259
COQ10B,All gene,0.008333333333333333
COQ5,All gene,0.3452380952380952
COX14,All gene,0.5277777777777778
COX17,All gene,0.8416666666666667
COX18,All gene,0.2569444444444444
COX4I1,All gene,1.0
COX7B,All gene,0.75
COX7C,All gene,0.6291666666666667
COX8A,All gene,0.47268518518518515
CPSF1,All gene,1.0
CPSF3,All gene,1.0
